,date,close_price,volume
4127,2009-02-20,467500,520104
4126,2009-02-23,485000,426559
4125,2009-02-24,467500,453439
4124,2009-02-25,478000,418548
4123,2009-02-26,477000,439354
4122,2009-02-27,477000,591657
4121,2009-03-02,462000,495966
4120,2009-03-03,475500,499864
4119,2009-03-04,489000,522266
4118,2009-03-05,503000,659652
4117,2009-03-06,503000,388240
4116,2009-03-09,515000,364505
4115,2009-03-10,504000,409733
4114,2009-03-11,525000,531834
4113,2009-03-12,536000,1015424
4112,2009-03-13,528000,482577
4111,2009-03-16,523000,294232
4110,2009-03-17,534000,404265
4109,2009-03-18,540000,338260
4108,2009-03-19,541000,390350
4107,2009-03-20,542000,351232
4106,2009-03-23,549000,348027
4105,2009-03-24,559000,496199
4104,2009-03-25,556000,255161
4103,2009-03-26,570000,417543
4102,2009-03-27,584000,570942
4101,2009-03-30,567000,367430
4100,2009-03-31,568000,400383
4099,2009-04-01,570000,499210
4098,2009-04-02,591000,574300
4097,2009-04-03,593000,494771
4096,2009-04-06,594000,666796
4095,2009-04-07,584000,548239
4094,2009-04-08,557000,629676
4093,2009-04-09,580000,618462
4092,2009-04-10,603000,654511
4091,2009-04-13,583000,414643
4090,2009-04-14,575000,511532
4089,2009-04-15,585000,515900
4088,2009-04-16,581000,585753
4087,2009-04-17,597000,813278
4086,2009-04-20,592000,352314
4085,2009-04-21,591000,366625
4084,2009-04-22,609000,823549
4083,2009-04-23,627000,648383
4082,2009-04-24,592000,918606
4081,2009-04-27,585000,544508
4080,2009-04-28,575000,483330
4079,2009-04-29,586000,330345
4078,2009-04-30,592000,614575
4077,2009-05-04,582000,794074
4076,2009-05-06,565000,1162246
4075,2009-05-07,566000,692174
4074,2009-05-08,569000,457850
4073,2009-05-11,563000,645642
4072,2009-05-12,561000,478618
4071,2009-05-13,560000,587440
4070,2009-05-14,552000,616722
4069,2009-05-15,555000,470800
4068,2009-05-18,556000,448912
4067,2009-05-19,570000,558953
4066,2009-05-20,576000,424441
4065,2009-05-21,563000,401741
4064,2009-05-22,550000,513419
4063,2009-05-25,545000,569233
4062,2009-05-26,538000,561091
4061,2009-05-27,535000,621474
4060,2009-05-28,559000,661008
4059,2009-05-29,558000,507107
4058,2009-06-01,558000,417569
4057,2009-06-02,556000,557997
4056,2009-06-03,552000,386327
4055,2009-06-04,555000,591055
4054,2009-06-05,569000,621224
4053,2009-06-08,575000,536395
4052,2009-06-09,565000,500905
4051,2009-06-10,587000,763510
4050,2009-06-11,585000,912977
4049,2009-06-12,584000,351342
4048,2009-06-15,579000,400593
4047,2009-06-16,565000,393278
4046,2009-06-17,575000,351077
4045,2009-06-18,565000,423443
4044,2009-06-19,562000,395510
4043,2009-06-22,575000,490199
4042,2009-06-23,575000,580246
4041,2009-06-24,580000,458797
4040,2009-06-25,588000,635999
4039,2009-06-26,596000,553229
4038,2009-06-29,598000,270129
4037,2009-06-30,592000,411839
4036,2009-07-01,603000,295476
4035,2009-07-02,602000,253628
4034,2009-07-03,601000,227103
4033,2009-07-06,634000,933996
4032,2009-07-07,650000,618894
4031,2009-07-08,655000,531922
4030,2009-07-09,650000,564404
4029,2009-07-10,645000,286092
4028,2009-07-13,620000,410061
4027,2009-07-14,634000,420836
4026,2009-07-15,666000,761794
4025,2009-07-16,674000,447282
4024,2009-07-17,670000,340832
4023,2009-07-20,690000,485940
4022,2009-07-21,692000,400286
4021,2009-07-22,688000,325189
4020,2009-07-23,678000,464094
4019,2009-07-24,683000,590078
4018,2009-07-27,699000,635393
4017,2009-07-28,700000,388845
4016,2009-07-29,697000,333514
4015,2009-07-30,714000,363962
4014,2009-07-31,724000,607808
4013,2009-08-03,715000,492037
4012,2009-08-04,725000,530783
4011,2009-08-05,733000,426960
4010,2009-08-06,715000,409945
4009,2009-08-07,716000,372417
4008,2009-08-10,710000,349905
4007,2009-08-11,705000,337135
4006,2009-08-12,693000,464366
4005,2009-08-13,702000,629559
4004,2009-08-14,731000,638457
4003,2009-08-17,713000,453289
4002,2009-08-18,730000,509256
4001,2009-08-19,738000,551995
4000,2009-08-20,740000,420267
3999,2009-08-21,757000,553717
3998,2009-08-24,783000,614912
3997,2009-08-25,775000,381051
3996,2009-08-26,777000,291574
3995,2009-08-27,767000,327253
3994,2009-08-28,764000,391249
3993,2009-08-31,771000,430888
3992,2009-09-01,799000,511854
3991,2009-09-02,784000,558282
3990,2009-09-03,775000,321269
3989,2009-09-04,767000,456530
3988,2009-09-07,773000,339857
3987,2009-09-08,781000,272955
3986,2009-09-09,781000,319282
3985,2009-09-10,791000,694922
3984,2009-09-11,793000,309671
3983,2009-09-14,764000,561601
3982,2009-09-15,769000,520476
3981,2009-09-16,795000,711387
3980,2009-09-17,810000,494941
3979,2009-09-18,806000,896503
3978,2009-09-21,798000,337013
3977,2009-09-22,825000,515790
3976,2009-09-23,820000,331888
3975,2009-09-24,803000,486599
3974,2009-09-25,795000,410629
3973,2009-09-28,796000,278380
3972,2009-09-29,812000,408484
3971,2009-09-30,815000,479813
3970,2009-10-01,792000,538765
3969,2009-10-05,747000,944271
3968,2009-10-06,745000,770389
3967,2009-10-07,722000,765488
3966,2009-10-08,720000,1062567
3965,2009-10-09,755000,626954
3964,2009-10-12,749000,432157
3963,2009-10-13,757000,367501
3962,2009-10-14,769000,416979
3961,2009-10-15,775000,356896
3960,2009-10-16,746000,475683
3959,2009-10-19,751000,433832
3958,2009-10-20,752000,283676
3957,2009-10-21,735000,507109
3956,2009-10-22,726000,432397
3955,2009-10-23,745000,432557
3954,2009-10-26,753000,313270
3953,2009-10-27,742000,327005
3952,2009-10-28,720000,513787
3951,2009-10-29,718000,644267
3950,2009-10-30,723000,557328
3949,2009-11-02,718000,464841
3948,2009-11-03,729000,392942
3947,2009-11-04,733000,343542
3946,2009-11-05,712000,373485
3945,2009-11-06,722000,304346
3944,2009-11-09,724000,269437
3943,2009-11-10,727000,392417
3942,2009-11-11,735000,319873
3941,2009-11-12,720000,494977
3940,2009-11-13,714000,431814
3939,2009-11-16,733000,401434
3938,2009-11-17,728000,360325
3937,2009-11-18,750000,593061
3936,2009-11-19,759000,455114
3935,2009-11-20,755000,343361
3934,2009-11-23,759000,288180
3933,2009-11-24,742000,354539
3932,2009-11-25,749000,212706
3931,2009-11-26,743000,236268
3930,2009-11-27,712000,463339
3929,2009-11-30,720000,376335
3928,2009-12-01,737000,345641
3927,2009-12-02,747000,334794
3926,2009-12-03,759000,320498
3925,2009-12-04,762000,366960
3924,2009-12-07,771000,329583
3923,2009-12-08,772000,201922
3922,2009-12-09,778000,356783
3921,2009-12-10,788000,891683
3920,2009-12-11,785000,325591
3919,2009-12-14,779000,310154
3918,2009-12-15,777000,245432
3917,2009-12-16,780000,399330
3916,2009-12-17,765000,317829
3915,2009-12-18,773000,406524
3914,2009-12-21,771000,291763
3913,2009-12-22,781000,245910
3912,2009-12-23,784000,250159
3911,2009-12-24,790000,407107
3910,2009-12-28,787000,235595
3909,2009-12-29,786000,136900
3908,2009-12-30,799000,295625
3907,2010-01-04,809000,239271
3906,2010-01-05,822000,559219
3905,2010-01-06,841000,459755
3904,2010-01-07,813000,443237
3903,2010-01-08,821000,295798
3902,2010-01-11,797000,398901
3901,2010-01-12,809000,384460
3900,2010-01-13,797000,267619
3899,2010-01-14,827000,532705
3898,2010-01-15,842000,398401
3897,2010-01-18,843000,261691
3896,2010-01-19,823000,241308
3895,2010-01-20,834000,384306
3894,2010-01-21,850000,340148
3893,2010-01-22,825000,470536
3892,2010-01-25,842000,412797
3891,2010-01-26,815000,375210
3890,2010-01-27,800000,370760
3889,2010-01-28,808000,276614
3888,2010-01-29,784000,457285
3887,2010-02-01,777000,501042
3886,2010-02-02,772000,393803
3885,2010-02-03,777000,330235
3884,2010-02-04,776000,239799
3883,2010-02-05,750000,515034
3882,2010-02-08,748000,439608
3881,2010-02-09,761000,337459
3880,2010-02-10,755000,263846
3879,2010-02-11,763000,265050
3878,2010-02-12,750000,458574
3877,2010-02-16,756000,154766
3876,2010-02-17,779000,280246
3875,2010-02-18,775000,145108
3874,2010-02-19,760000,223000
3873,2010-02-22,773000,231865
3872,2010-02-23,767000,251717
3871,2010-02-24,752000,301431
3870,2010-02-25,736000,386093
3869,2010-02-26,744000,311924
3868,2010-03-02,770000,471552
3867,2010-03-03,771000,194602
3866,2010-03-04,761000,204388
3865,2010-03-05,775000,235291
3864,2010-03-08,786000,391403
3863,2010-03-09,786000,244284
3862,2010-03-10,784000,227383
3861,2010-03-11,778000,392802
3860,2010-03-12,778000,200080
3859,2010-03-15,768000,251707
3858,2010-03-16,765000,331137
3857,2010-03-17,798000,437152
3856,2010-03-18,797000,307995
3855,2010-03-19,804000,214492
3854,2010-03-22,801000,184264
3853,2010-03-23,809000,198652
3852,2010-03-24,819000,318916
3851,2010-03-25,819000,189958
3850,2010-03-26,820000,209802
3849,2010-03-29,818000,155679
3848,2010-03-30,814000,240934
3847,2010-03-31,818000,434300
3846,2010-04-01,845000,561659
3845,2010-04-02,857000,419069
3844,2010-04-05,870000,304516
3843,2010-04-06,869000,330287
3842,2010-04-07,859000,388680
3841,2010-04-08,863000,269327
3840,2010-04-09,856000,275789
3839,2010-04-12,830000,497940
3838,2010-04-13,828000,409114
3837,2010-04-14,845000,308499
3836,2010-04-15,855000,365104
3835,2010-04-16,848000,220112
3834,2010-04-19,827000,247376
3833,2010-04-20,828000,271882
3832,2010-04-21,852000,264254
3831,2010-04-22,841000,343557
3830,2010-04-23,830000,309436
3829,2010-04-26,834000,260608
3828,2010-04-27,835000,260996
3827,2010-04-28,825000,320393
3826,2010-04-29,825000,226931
3825,2010-04-30,849000,454668
3824,2010-05-03,829000,291445
3823,2010-05-04,834000,183456
3822,2010-05-06,814000,451765
3821,2010-05-07,794000,759225
3820,2010-05-10,803000,330582
3819,2010-05-11,791000,450658
3818,2010-05-12,789000,315809
3817,2010-05-13,813000,319461
3816,2010-05-14,810000,293840
3815,2010-05-17,784000,530598
3814,2010-05-18,792000,363385
3813,2010-05-19,773000,361171
3812,2010-05-20,756000,395806
3811,2010-05-24,758000,354475
3810,2010-05-25,741000,511626
3809,2010-05-26,750000,460053
3808,2010-05-27,772000,444241
3807,2010-05-28,778000,450925
3806,2010-05-31,776000,255822
3805,2010-06-01,768000,228117
3804,2010-06-03,777000,293327
3803,2010-06-04,793000,252280
3802,2010-06-07,787000,303328
3801,2010-06-08,785000,290449
3800,2010-06-09,770000,359716
3799,2010-06-10,773000,356286
3798,2010-06-11,797000,366275
3797,2010-06-14,807000,241981
3796,2010-06-15,798000,190780
3795,2010-06-16,819000,376553
3794,2010-06-17,817000,233390
3793,2010-06-18,822000,191872
3792,2010-06-21,830000,284790
3791,2010-06-22,816000,296417
3790,2010-06-23,805000,350031
3789,2010-06-24,820000,283144
3788,2010-06-25,805000,340230
3787,2010-06-28,796000,261209
3786,2010-06-29,792000,251786
3785,2010-06-30,774000,536406
3784,2010-07-01,766000,444516
3783,2010-07-02,767000,233128
3782,2010-07-05,767000,200619
3781,2010-07-06,775000,358388
3780,2010-07-07,769000,324156
3779,2010-07-08,775000,295553
3778,2010-07-09,796000,372579
3777,2010-07-12,802000,252065
3776,2010-07-13,796000,307189
3775,2010-07-14,824000,664091
3774,2010-07-15,820000,321508
3773,2010-07-16,802000,338810
3772,2010-07-19,795000,292107
3771,2010-07-20,798000,231722
3770,2010-07-21,817000,331706
3769,2010-07-22,808000,309521
3768,2010-07-23,811000,282472
3767,2010-07-26,818000,212627
3766,2010-07-27,829000,382877
3765,2010-07-28,837000,465199
3764,2010-07-29,827000,297472
3763,2010-07-30,810000,328824
3762,2010-08-02,810000,249388
3761,2010-08-03,815000,262302
3760,2010-08-04,806000,213434
3759,2010-08-05,804000,280897
3758,2010-08-06,801000,247165
3757,2010-08-09,802000,182922
3756,2010-08-10,793000,281589
3755,2010-08-11,779000,359968
3754,2010-08-12,766000,428357
3753,2010-08-13,781000,286706
3752,2010-08-16,782000,205733
3751,2010-08-17,782000,289608
3750,2010-08-18,778000,234522
3749,2010-08-19,789000,244134
3748,2010-08-20,784000,246690
3747,2010-08-23,790000,181946
3746,2010-08-24,783000,227569
3745,2010-08-25,772000,185769
3744,2010-08-26,773000,208913
3743,2010-08-27,766000,256176
3742,2010-08-30,776000,140117
3741,2010-08-31,756000,441643
3740,2010-09-01,752000,389308
3739,2010-09-02,759000,365551
3738,2010-09-03,761000,441942
3737,2010-09-06,780000,394601
3736,2010-09-07,788000,320803
3735,2010-09-08,771000,219482
3734,2010-09-09,756000,617488
3733,2010-09-10,766000,280275
3732,2010-09-13,770000,234851
3731,2010-09-14,760000,371530
3730,2010-09-15,757000,389289
3729,2010-09-16,757000,234815
3728,2010-09-17,773000,447649
3727,2010-09-20,780000,296452
3726,2010-09-24,762000,655763
3725,2010-09-27,755000,502855
3724,2010-09-28,745000,467300
3723,2010-09-29,772000,708864
3722,2010-09-30,777000,337258
3721,2010-10-01,777000,296366
3720,2010-10-04,780000,257594
3719,2010-10-05,773000,286977
3718,2010-10-06,793000,471103
3717,2010-10-07,770000,511410
3716,2010-10-08,758000,543410
3715,2010-10-11,753000,376032
3714,2010-10-12,746000,370422
3713,2010-10-13,744000,409029
3712,2010-10-14,750000,535249
3711,2010-10-15,754000,494223
3710,2010-10-18,751000,276635
3709,2010-10-19,741000,389964
3708,2010-10-20,745000,369809
3707,2010-10-21,765000,567644
3706,2010-10-22,777000,408511
3705,2010-10-25,771000,248329
3704,2010-10-26,763000,312674
3703,2010-10-27,753000,334811
3702,2010-10-28,764000,293095
3701,2010-10-29,745000,463204
3700,2010-11-01,747000,296972
3699,2010-11-02,740000,330999
3698,2010-11-03,740000,359315
3697,2010-11-04,763000,547715
3696,2010-11-05,776000,703745
3695,2010-11-08,778000,279228
3694,2010-11-09,774000,256281
3693,2010-11-10,790000,422271
3692,2010-11-11,767000,907350
3691,2010-11-12,778000,566889
3690,2010-11-15,808000,719096
3689,2010-11-16,811000,590651
3688,2010-11-17,795000,342693
3687,2010-11-18,799000,266236
3686,2010-11-19,818000,387386
3685,2010-11-22,848000,721536
3684,2010-11-23,840000,394881
3683,2010-11-24,851000,637287
3682,2010-11-25,845000,367302
3681,2010-11-26,837000,314059
3680,2010-11-29,836000,310288
3679,2010-11-30,826000,424616
3678,2010-12-01,820000,375860
3677,2010-12-02,859000,612551
3676,2010-12-03,894000,788939
3675,2010-12-06,890000,336854
3674,2010-12-07,901000,498508
3673,2010-12-08,888000,336418
3672,2010-12-09,917000,589656
3671,2010-12-10,919000,255668
3670,2010-12-13,930000,307257
3669,2010-12-14,929000,443223
3668,2010-12-15,916000,329329
3667,2010-12-16,911000,233885
3666,2010-12-17,926000,346130
3665,2010-12-20,932000,338560
3664,2010-12-21,936000,252120
3663,2010-12-22,939000,333591
3662,2010-12-23,936000,219864
3661,2010-12-24,925000,169733
3660,2010-12-27,922000,210673
3659,2010-12-28,938000,313323
3658,2010-12-29,945000,238527
3657,2010-12-30,949000,183831
3656,2011-01-03,958000,265562
3655,2011-01-04,958000,274488
3654,2011-01-05,942000,336224
3653,2011-01-06,930000,387488
3652,2011-01-07,921000,463447
3651,2011-01-10,917000,367107
3650,2011-01-11,913000,391242
3649,2011-01-12,930000,412107
3648,2011-01-13,922000,568083
3647,2011-01-14,933000,307694
3646,2011-01-17,949000,411740
3645,2011-01-18,969000,592816
3644,2011-01-19,997000,668320
3643,2011-01-20,982000,304970
3642,2011-01-21,971000,333801
3641,2011-01-24,971000,272455
3640,2011-01-25,975000,279580
3639,2011-01-26,998000,267128
3638,2011-01-27,994000,307490
3637,2011-01-28,1010000,383021
3636,2011-01-31,981000,428852
3635,2011-02-01,983000,269518
3634,2011-02-07,972000,485191
3633,2011-02-08,961000,610004
3632,2011-02-09,960000,420301
3631,2011-02-10,936000,614002
3630,2011-02-11,915000,530889
3629,2011-02-14,953000,391852
3628,2011-02-15,958000,362193
3627,2011-02-16,945000,304438
3626,2011-02-17,954000,287009
3625,2011-02-18,960000,205097
3624,2011-02-21,948000,275361
3623,2011-02-22,938000,243946
3622,2011-02-23,930000,344149
3621,2011-02-24,929000,362392
3620,2011-02-25,926000,303972
3619,2011-02-28,923000,325623
3618,2011-03-02,918000,322780
3617,2011-03-03,923000,362277
3616,2011-03-04,945000,371501
3615,2011-03-07,906000,638965
3614,2011-03-08,899000,499287
3613,2011-03-09,890000,527673
3612,2011-03-10,866000,834229
3611,2011-03-11,862000,543168
3610,2011-03-14,900000,667121
3609,2011-03-15,860000,727312
3608,2011-03-16,886000,799142
3607,2011-03-17,890000,450459
3606,2011-03-18,891000,383562
3605,2011-03-21,890000,290140
3604,2011-03-22,875000,436722
3603,2011-03-23,873000,505176
3602,2011-03-24,880000,308119
3601,2011-03-25,910000,622311
3600,2011-03-28,916000,318215
3599,2011-03-29,916000,344624
3598,2011-03-30,926000,414257
3597,2011-03-31,932000,527666
3596,2011-04-01,940000,449733
3595,2011-04-04,945000,334749
3594,2011-04-05,945000,238698
3593,2011-04-06,923000,550378
3592,2011-04-07,909000,436076
3591,2011-04-08,898000,521299
3590,2011-04-11,894000,412638
3589,2011-04-12,882000,316036
3588,2011-04-13,901000,332860
3587,2011-04-14,900000,505624
3586,2011-04-15,888000,446008
3585,2011-04-18,867000,549291
3584,2011-04-19,875000,462304
3583,2011-04-20,916000,641519
3582,2011-04-21,928000,541665
3581,2011-04-22,904000,377225
3580,2011-04-25,889000,287621
3579,2011-04-26,897000,384355
3578,2011-04-27,924000,528108
3577,2011-04-28,900000,416427
3576,2011-04-29,893000,429874
3575,2011-05-02,932000,651726
3574,2011-05-03,938000,507510
3573,2011-05-04,915000,515717
3572,2011-05-06,899000,473222
3571,2011-05-09,891000,271573
3570,2011-05-11,892000,447932
3569,2011-05-12,885000,552942
3568,2011-05-13,916000,669154
3567,2011-05-16,901000,322905
3566,2011-05-17,890000,231293
3565,2011-05-18,893000,331824
3564,2011-05-19,880000,387733
3563,2011-05-20,882000,221517
3562,2011-05-23,873000,282045
3561,2011-05-24,865000,290181
3560,2011-05-25,856000,320945
3559,2011-05-26,879000,279740
3558,2011-05-27,891000,430296
3557,2011-05-30,884000,205979
3556,2011-05-31,902000,478089
3555,2011-06-01,911000,313832
3554,2011-06-02,883000,331899
3553,2011-06-03,885000,201472
3552,2011-06-07,887000,303586
3551,2011-06-08,877000,258873
3550,2011-06-09,865000,434119
3549,2011-06-10,851000,392575
3548,2011-06-13,853000,301387
3547,2011-06-14,863000,213419
3546,2011-06-15,865000,265758
3545,2011-06-16,848000,239116
3544,2011-06-17,819000,723027
3543,2011-06-20,800000,472386
3542,2011-06-21,814000,378374
3541,2011-06-22,826000,330821
3540,2011-06-23,831000,277391
3539,2011-06-24,852000,469223
3538,2011-06-27,835000,304257
3537,2011-06-28,832000,239178
3536,2011-06-29,833000,207146
3535,2011-06-30,826000,328339
3534,2011-07-01,855000,442918
3533,2011-07-04,878000,429433
3532,2011-07-05,899000,422262
3531,2011-07-06,898000,224722
3530,2011-07-07,880000,358557
3529,2011-07-08,885000,241809
3528,2011-07-11,865000,320019
3527,2011-07-12,850000,248144
3526,2011-07-13,843000,329357
3525,2011-07-14,831000,407918
3524,2011-07-15,832000,273509
3523,2011-07-18,813000,364738
3522,2011-07-19,822000,291167
3521,2011-07-20,851000,421882
3520,2011-07-21,842000,206937
3519,2011-07-22,850000,244517
3518,2011-07-25,847000,190025
3517,2011-07-26,850000,225408
3516,2011-07-27,845000,201993
3515,2011-07-28,837000,272890
3514,2011-07-29,844000,302016
3513,2011-08-01,870000,389024
3512,2011-08-02,852000,269816
3511,2011-08-03,833000,408465
3510,2011-08-04,821000,346496
3509,2011-08-05,789000,609081
3508,2011-08-08,760000,607518
3507,2011-08-09,724000,990040
3506,2011-08-10,720000,986557
3505,2011-08-11,708000,794832
3504,2011-08-12,707000,677828
3503,2011-08-16,750000,601622
3502,2011-08-17,752000,293405
3501,2011-08-18,709000,708503
3500,2011-08-19,680000,580713
3499,2011-08-22,691000,418952
3498,2011-08-23,723000,492913
3497,2011-08-24,708000,370403
3496,2011-08-25,725000,381135
3495,2011-08-26,726000,212815
3494,2011-08-29,733000,260440
3493,2011-08-30,742000,252964
3492,2011-08-31,744000,290229
3491,2011-09-01,771000,717411
3490,2011-09-02,769000,258682
3489,2011-09-05,731000,277488
3488,2011-09-06,727000,264505
3487,2011-09-07,773000,351504
3486,2011-09-08,798000,574914
3485,2011-09-09,780000,361802
3484,2011-09-14,753000,551101
3483,2011-09-15,771000,426593
3482,2011-09-16,798000,476632
3481,2011-09-19,808000,246920
3480,2011-09-20,811000,281014
3479,2011-09-21,813000,341563
3478,2011-09-22,790000,307008
3477,2011-09-23,758000,437123
3476,2011-09-26,775000,480907
3475,2011-09-27,804000,331600
3474,2011-09-28,807000,486551
3473,2011-09-29,837000,553981
3472,2011-09-30,840000,516023
3471,2011-10-04,828000,658616
3470,2011-10-05,842000,644036
3469,2011-10-06,855000,600160
3468,2011-10-07,860000,530423
3467,2011-10-10,874000,345316
3466,2011-10-11,881000,459031
3465,2011-10-12,898000,432600
3464,2011-10-13,890000,325563
3463,2011-10-14,886000,217319
3462,2011-10-17,890000,213700
3461,2011-10-18,883000,277012
3460,2011-10-19,886000,214254
3459,2011-10-20,907000,569192
3458,2011-10-21,917000,466429
3457,2011-10-24,941000,376214
3456,2011-10-25,945000,365737
3455,2011-10-26,934000,250360
3454,2011-10-27,924000,349475
3453,2011-10-28,945000,537992
3452,2011-10-31,968000,476217
3451,2011-11-01,990000,620094
3450,2011-11-02,971000,569636
3449,2011-11-03,967000,328782
3448,2011-11-04,1005000,535139
3447,2011-11-07,993000,280586
3446,2011-11-08,970000,341584
3445,2011-11-09,985000,386372
3444,2011-11-10,935000,624218
3443,2011-11-11,983000,486576
3442,2011-11-14,996000,282989
3441,2011-11-15,996000,234838
3440,2011-11-16,975000,339267
3439,2011-11-17,980000,259445
3438,2011-11-18,963000,326670
3437,2011-11-21,950000,256942
3436,2011-11-22,963000,241829
3435,2011-11-23,935000,307043
3434,2011-11-24,943000,273680
3433,2011-11-25,947000,233962
3432,2011-11-28,978000,315940
3431,2011-11-29,1005000,552503
3430,2011-11-30,1004000,394423
3429,2011-12-01,1074000,694628
3428,2011-12-02,1050000,439388
3427,2011-12-05,1066000,297501
3426,2011-12-06,1044000,292758
3425,2011-12-07,1056000,395486
3424,2011-12-08,1064000,521081
3423,2011-12-09,1053000,276388
3422,2011-12-12,1084000,243479
3421,2011-12-13,1050000,265044
3420,2011-12-14,1040000,421590
3419,2011-12-15,1015000,339605
3418,2011-12-16,1045000,245774
3417,2011-12-19,1007000,410694
3416,2011-12-20,1012000,275516
3415,2011-12-21,1057000,408316
3414,2011-12-22,1052000,213171
3413,2011-12-23,1068000,246478
3412,2011-12-26,1066000,124469
3411,2011-12-27,1073000,226189
3410,2011-12-28,1061000,220925
3409,2011-12-29,1058000,218898
3408,2012-01-02,1080000,263300
3407,2012-01-03,1105000,339046
3406,2012-01-04,1080000,342389
3405,2012-01-05,1055000,346691
3404,2012-01-06,1040000,376753
3403,2012-01-09,1016000,387166
3402,2012-01-10,1026000,409381
3401,2012-01-11,1021000,382904
3400,2012-01-12,1028000,371462
3399,2012-01-13,1046000,293017
3398,2012-01-16,1030000,232948
3397,2012-01-17,1036000,342322
3396,2012-01-18,1030000,307608
3395,2012-01-19,1072000,448056
3394,2012-01-20,1105000,512607
3393,2012-01-25,1114000,455736
3392,2012-01-26,1113000,353212
3391,2012-01-27,1125000,255060
3390,2012-01-30,1115000,327408
3389,2012-01-31,1107000,434959
3388,2012-02-01,1079000,458731
3387,2012-02-02,1080000,448986
3386,2012-02-03,1066000,357253
3385,2012-02-06,1074000,317585
3384,2012-02-07,1093000,238611
3383,2012-02-08,1092000,236880
3382,2012-02-09,1084000,480585
3381,2012-02-10,1062000,372318
3380,2012-02-13,1083000,320760
3379,2012-02-14,1080000,246511
3378,2012-02-15,1135000,570588
3377,2012-02-16,1135000,308603
3376,2012-02-17,1176000,346676
3375,2012-02-20,1175000,296550
3374,2012-02-21,1180000,216328
3373,2012-02-22,1197000,235724
3372,2012-02-23,1160000,465609
3371,2012-02-24,1180000,284960
3370,2012-02-27,1171000,168265
3369,2012-02-28,1185000,333027
3368,2012-02-29,1206000,345618
3367,2012-03-02,1182000,360682
3366,2012-03-05,1174000,223655
3365,2012-03-06,1180000,211532
3364,2012-03-07,1172000,230554
3363,2012-03-08,1180000,406211
3362,2012-03-09,1230000,365212
3361,2012-03-12,1210000,236760
3360,2012-03-13,1221000,239728
3359,2012-03-14,1250000,367328
3358,2012-03-15,1250000,281014
3357,2012-03-16,1238000,361632
3356,2012-03-19,1260000,237833
3355,2012-03-20,1267000,238807
3354,2012-03-21,1242000,258654
3353,2012-03-22,1258000,253830
3352,2012-03-23,1261000,217307
3351,2012-03-26,1275000,184819
3350,2012-03-27,1311000,283880
3349,2012-03-28,1302000,198516
3348,2012-03-29,1280000,233777
3347,2012-03-30,1275000,305967
3346,2012-04-02,1299000,251937
3345,2012-04-03,1335000,330512
3344,2012-04-04,1320000,292224
3343,2012-04-05,1330000,258692
3342,2012-04-06,1332000,205972
3341,2012-04-09,1317000,172210
3340,2012-04-10,1311000,223655
3339,2012-04-12,1273000,505706
3338,2012-04-13,1268000,709175
3337,2012-04-16,1259000,305181
3336,2012-04-17,1249000,291687
3335,2012-04-18,1293000,345320
3334,2012-04-19,1307000,263389
3333,2012-04-20,1282000,198642
3332,2012-04-23,1279000,168229
3331,2012-04-24,1283000,265092
3330,2012-04-25,1305000,276830
3329,2012-04-26,1340000,330125
3328,2012-04-27,1374000,318334
3327,2012-04-30,1390000,315924
3326,2012-05-02,1410000,368585
3325,2012-05-03,1401000,206721
3324,2012-05-04,1360000,410013
3323,2012-05-07,1342000,378463
3322,2012-05-08,1341000,241223
3321,2012-05-09,1331000,253520
3320,2012-05-10,1327000,263434
3319,2012-05-11,1303000,273746
3318,2012-05-14,1314000,302375
3317,2012-05-15,1311000,312381
3316,2012-05-16,1230000,772389
3315,2012-05-17,1223000,663431
3314,2012-05-18,1166000,602891
3313,2012-05-21,1209000,475248
3312,2012-05-22,1240000,476938
3311,2012-05-23,1221000,323898
3310,2012-05-24,1225000,305365
3309,2012-05-25,1225000,203783
3308,2012-05-29,1238000,216876
3307,2012-05-30,1226000,254380
3306,2012-05-31,1211000,442818
3305,2012-06-01,1233000,272252
3304,2012-06-04,1196000,361840
3303,2012-06-05,1203000,257449
3302,2012-06-07,1265000,419412
3301,2012-06-08,1247000,199521
3300,2012-06-11,1268000,198491
3299,2012-06-12,1255000,176329
3298,2012-06-13,1271000,191611
3297,2012-06-14,1261000,441585
3296,2012-06-15,1217000,609612
3295,2012-06-18,1243000,352506
3294,2012-06-19,1244000,297169
3293,2012-06-20,1252000,265743
3292,2012-06-21,1227000,255553
3291,2012-06-22,1182000,626943
3290,2012-06-25,1132000,828723
3289,2012-06-26,1139000,506211
3288,2012-06-27,1167000,471673
3287,2012-06-28,1168000,208420
3286,2012-06-29,1201000,373478
3285,2012-07-02,1174000,383135
3284,2012-07-03,1175000,316380
3283,2012-07-04,1191000,383678
3282,2012-07-05,1185000,181784
3281,2012-07-06,1161000,423970
3280,2012-07-09,1126000,426705
3279,2012-07-10,1127000,355742
3278,2012-07-11,1118000,361358
3277,2012-07-12,1091000,500103
3276,2012-07-13,1139000,542252
3275,2012-07-16,1152000,305730
3274,2012-07-17,1168000,317913
3273,2012-07-18,1154000,292655
3272,2012-07-19,1195000,497504
3271,2012-07-20,1191000,240244
3270,2012-07-23,1162000,258087
3269,2012-07-24,1170000,292532
3268,2012-07-25,1158000,273353
3267,2012-07-26,1172000,273339
3266,2012-07-27,1233000,534352
3265,2012-07-30,1275000,382995
